id,per_square_meter_price
COL_289284,37880.87989744908
COL_289305,54937.8257082327
COL_289318,54300.325097989706
COL_289354,65704.03639312065
COL_289399,77072.81897665774
COL_289428,45047.86823569829
COL_289460,46680.68483892061
COL_289493,57015.82829906334
COL_289495,69614.3392823501
COL_289749,48287.553293494435
COL_289763,152048.33711675974
COL_289778,54067.898864581504
COL_289801,38376.0375642959
COL_289971,32692.70511116104
COL_290143,65880.22171263382
COL_290169,157166.82035050367
COL_290252,33746.93694003293
COL_290336,35131.38887516641
COL_290398,48396.74147500674
COL_290403,56321.96079965864
COL_290431,31611.841814740386
COL_290466,63018.12576067106
COL_290486,55695.19542218285
COL_290497,35414.270396582666
COL_290510,67057.96934445655
COL_290559,43778.46564868191
COL_290600,127999.37760798603
COL_290602,137417.846982121
COL_290716,57052.87818923305
COL_290717,25196.433234526667
COL_290876,47235.15517840835
COL_290966,48806.24949830106
COL_291008,29694.977218598793
COL_291021,233979.61535382332
COL_291043,61244.15565199962
COL_291190,62773.81885962831
COL_291192,55006.64665096621
COL_291274,39727.783096533014
COL_291284,59643.43042628643
COL_291397,39498.2796278624
COL_291450,59216.5138216724
COL_291738,99857.45577938652
COL_291740,40754.628562029255
COL_291825,32457.5050605574
COL_291900,52448.50493726555
COL_292045,48648.50666904424
COL_292135,52608.11977881574
COL_292258,32632.791688593126
COL_292275,16156.448834530707
COL_292279,62114.97560277604
COL_292364,48739.19184167386
COL_292417,28793.043873737734
COL_292421,58411.06474462301
COL_292501,43795.30840857442
COL_292654,103622.32636665223
COL_292906,62036.478157487196
COL_292926,28902.190870871866
COL_293123,67533.39642102174
COL_293135,33397.25791330056
COL_293496,62929.91999599831
COL_293497,50000.35970875016
COL_293588,332625.4952006659
COL_293614,155389.0892908139
COL_293631,62855.54503258754
COL_293703,36348.473397390364
COL_293773,40086.87691201679
COL_293780,53980.63786422393
COL_293783,27943.67150100913
COL_293826,31793.010304939842
COL_293889,64868.364314972685
COL_293952,57805.3152681111
COL_293956,36901.61718048532
COL_294068,64007.94987566487
COL_294101,64551.25274043524
COL_294115,50803.95485659663
COL_294143,45574.640243237875
COL_294200,41970.36071202993
COL_294245,30687.706898538083
COL_294261,21589.814097279286
COL_294293,50544.53176332534
COL_294300,66597.99235548866
COL_294350,32644.311634555226
COL_294488,58790.10564699072
COL_294525,70558.42311203925
COL_294553,53643.68799414404
COL_294558,54914.64961110052
COL_294593,53749.42954973631
COL_294691,79814.26556024831
COL_294716,32069.623299035375
COL_294729,58686.76712856147
COL_294785,77541.48266616793
COL_294917,50029.34226354405
COL_294951,15568.974497492336
COL_294975,55120.12585988849
COL_295255,38508.62757529796
COL_295327,12121.651646125416
COL_295509,35989.279335828825
COL_295595,78960.23061665887
COL_296322,36689.901632793815
COL_296509,25096.120055868614
COL_296521,150052.23298115187
COL_296756,30734.343793029417
COL_296901,50574.10739018172
COL_297293,26856.406583019918
COL_297324,44335.91661394235
COL_297326,66307.11750343311
COL_297329,43007.164555312476
COL_297441,39456.74055543208
COL_297472,37820.3190937733
COL_297631,52410.23498008664
COL_297815,74503.75720529551
COL_298020,34445.91586180695
COL_298046,44719.33642514246
COL_298052,31630.76974167152
COL_298055,108935.14966532204
COL_298064,40882.66145447312
COL_298075,48768.314235260164
COL_298099,34445.96218488364
COL_298101,52942.09982850155
COL_298102,42412.69207368134
COL_298103,42412.69207368134
COL_298104,44092.84968339055
COL_298261,48031.23085401645
COL_298459,252966.97019594721
COL_298471,47164.20939099089
COL_298481,62458.88088826754
COL_298516,61488.58230297381
COL_298532,38035.03151394913
COL_298539,47561.64763312453
COL_298593,174746.67598542845
COL_298719,28035.591224155825
COL_298724,39062.964925686916
COL_298733,46552.85737507608
COL_298817,73307.67652602732
COL_298837,51259.336249828506
COL_298968,246819.14762551218
COL_299209,65940.75613948646
COL_299221,303139.7895437194
COL_299361,38883.65117307238
COL_299366,48994.053828462485
COL_299450,68665.4781926927
COL_299454,62371.98219999504
COL_299455,59664.74569052139
COL_299459,62124.30812655344
COL_299464,48439.88928928693
COL_299468,51456.86213257415
COL_299486,65609.12392573919
COL_299491,68205.18252987532
COL_299497,54629.52746929599
COL_299499,32585.87562535129
COL_299501,57726.52015632478
COL_299540,46910.61723719579
COL_299615,55772.378016809904
COL_299659,253048.54320552794
COL_299678,166459.32248477946
COL_299795,39103.83080239083
COL_299818,46790.131269697915
COL_299819,66450.33102993463
COL_299820,66029.26721654738
COL_299960,44504.762763200524
COL_300095,63085.72483073013
COL_300108,182893.26533494683
COL_300125,29571.925651976253
COL_300144,236685.00597838705
COL_300225,48145.599307935554
COL_300305,210208.53919904545
COL_300423,38323.06991211402
COL_300491,29982.81942497572
COL_300562,41745.78889679769
COL_300747,36655.50463671614
COL_300816,52015.98235608166
COL_300942,53919.39627637568
COL_300959,40935.62513866416
COL_300962,55725.06351277496
COL_301220,35894.20267098364
COL_301285,52550.14281055787
COL_301290,52600.9256489981
COL_301303,57346.469955026274
COL_301367,32014.375538542317
COL_301368,33254.384831043586
COL_301378,74064.6609107931
COL_301401,71074.35538986434
COL_301444,19787.140566994985
COL_301445,43143.77711430315
COL_301574,113499.94812749284
COL_301649,38927.68156879973
COL_301669,51353.61110860515
COL_301670,45257.13881395246
COL_301679,47865.67582478281
COL_301709,45439.63498003881
COL_301757,134774.96437028967
COL_301819,41248.54067133401
COL_301820,47890.445310894705
COL_301821,52603.14299626027
COL_301822,47945.150592338076
COL_301823,47119.053115048446
COL_301843,38957.94959906078
COL_301976,61920.290806855046
COL_301986,37709.260562255484
COL_302097,59508.93381245027
COL_302111,58074.21480792217
COL_302139,46903.896508026104
COL_302293,47389.8528821033
COL_302294,33313.441418319344
COL_302428,62251.86924794572
COL_302465,35762.84248553273
COL_302497,90473.65830541059
COL_302548,38271.851060321715
COL_302597,48884.67494190898
COL_302726,57663.482063230884
COL_302745,58156.815633967606
COL_302873,46614.897754718135
COL_302926,51346.74340438731
COL_302986,44892.88805236546
COL_302987,40514.99151954098
COL_302994,67587.29630626328
COL_303002,61531.063445876796
COL_303004,44848.726365244765
COL_303007,34915.389046265
COL_303069,54114.95049252354
COL_303147,24552.29058779987
COL_303265,39972.85697603875
COL_303285,57570.44963776284
COL_303366,32918.09377580007
COL_303405,108996.50548255561
COL_303564,46937.89918734118
COL_303569,36697.82684353993
COL_303618,59616.45914206784
COL_303623,56655.331091342625
COL_303624,56655.331091342625
COL_303625,50947.31531035978
COL_303626,40172.2104911118
COL_303627,57811.1322602247
COL_303637,30700.972437902372
COL_303638,40446.958342670165
COL_304041,46032.87755150397
COL_304147,525178.2520910898
COL_304255,223089.87376841073
COL_304280,62176.07712875123
COL_304320,53282.55743335325
COL_304322,59490.86243670553
COL_304323,38245.14520760471
COL_304324,25965.10213291459
COL_304325,37736.21567580399
COL_304367,37916.58012914375
COL_304546,63598.890902464496
COL_304550,54964.840620944124
COL_304552,77336.80533254836
COL_304561,43857.7423181474
COL_304585,60774.426362016755
COL_304853,64533.944936594904
COL_304902,29360.76322366732
COL_304978,58604.188675460275
COL_304984,32711.542807212143
COL_305002,68506.12474203014
COL_305017,55274.82779746104
COL_305038,42530.14749792014
COL_305057,36575.181592001536
COL_305058,37605.35311976075
COL_305059,37605.35311976075
COL_305114,371482.7254701204
COL_305373,74445.35034850141
COL_305382,68684.47359211899
COL_305383,67431.29425269068
COL_305384,70343.30084192262
COL_305385,70405.40882745617
COL_305386,69459.56349222569
COL_305387,70343.30084192262
COL_305388,68152.44386742647
COL_305413,57607.81032403438
COL_305607,59739.79014093128
COL_305652,67722.82442302853
COL_305726,148635.07809004805
COL_305896,81735.41175161391
COL_305924,46874.33730148294
COL_305926,46874.33730148294
COL_306033,62747.4966145076
COL_306088,73561.8992378954
COL_306141,32362.677128957173
COL_306143,44365.612994576615
COL_306144,51245.05193265999
COL_306151,63925.29846939623
COL_306153,56753.43658740732
COL_306154,52711.56479076529
COL_306155,41021.70920655742
COL_306206,55015.31332179782
COL_306621,50220.71040559029
COL_306728,51743.5109689683
COL_306758,32657.990468204105
COL_306763,66531.57625120947
COL_306803,43928.44389338642
COL_306853,40059.19893547119
COL_306892,38166.1860301986
COL_306938,67970.11408059335
COL_307001,66479.80132324736
COL_307043,61559.18467763195
COL_307158,56807.7462695764
COL_307269,59080.899139328445
COL_307356,54986.27553302226
COL_307480,43532.58816581668
COL_307529,73079.95816284174
COL_307623,34793.95093275906
COL_307819,49568.569761571205
COL_307874,53060.94760962436
COL_307945,62933.066804055736
COL_307986,52641.126990013414
COL_308206,52574.771505237644
COL_308211,41684.01008441921
COL_308429,54599.67935474021
COL_308446,38192.50241769546
COL_308472,60945.874630451275
COL_308486,78884.51288073376
COL_308492,81773.35396467579
COL_308493,76943.3256212891
COL_308743,45826.89849681854
COL_308803,44241.60488684922
COL_308813,79724.00771220165
COL_308963,52357.64985899888
COL_308966,23619.300371345405
COL_309079,36565.54252486534
COL_309121,47109.50410954751
COL_309434,50520.55632472519
COL_309612,37099.63674719459
COL_309635,16134.072409558834
COL_309640,61171.140943528226
COL_309642,32007.421056868763
COL_309784,32512.997285857226
COL_310093,36989.97765966953
COL_310107,36906.26711913076
COL_310164,46877.78656425517
COL_310207,52148.58629427159
COL_310218,43645.57864317405
COL_310311,49818.94529686076
COL_310315,55438.20584703169
COL_310359,55037.96603944909
COL_310405,59105.141370023746
COL_310447,83812.31672464404
COL_310503,47252.91891432241
COL_310570,38473.16486190604
COL_310590,67504.62351288609
COL_310604,62165.4850214739
COL_310641,161557.51175620852
COL_310642,55199.9093384308
COL_310656,162235.01568505386
COL_310722,25646.329572033672
COL_310897,35588.591146515995
COL_311016,28232.23401012766
COL_311017,46480.154332337115
COL_311018,44187.58509748714
COL_311025,23479.86269923547
COL_311026,28243.67737209229
COL_311068,34056.12554119552
COL_311128,33059.11351185985
COL_311187,131624.83503772313
COL_311188,131523.4697640702
COL_311328,242254.5712519443
COL_311348,43377.71505197281
COL_311537,57463.35836788934
COL_311660,48849.567667668685
COL_311665,40397.17087853129
COL_311698,29700.840857540123
COL_311704,204652.96007688073
COL_311870,60316.43281138239
COL_312002,46414.70591046265
COL_312005,417411.4615192883
COL_312006,154532.6013158013
COL_312007,153445.51661144398
COL_312010,66982.74084704631
COL_312014,61090.28440380575
COL_312208,45017.887829710984
COL_312270,33845.7105062863
COL_312284,58126.59672006982
COL_312290,28565.515883789783
COL_312323,59002.214643291474
COL_312335,64592.35777124607
COL_312455,58141.74007033476
COL_312609,42663.09887032412
COL_312628,42271.57109624109
COL_312649,53266.00587207954
COL_312672,50845.41237795549
COL_312673,63021.32091551214
COL_312695,51220.6074921805
COL_312997,181968.89291877244
COL_313006,44861.542482769844
COL_313065,67760.64041712909
COL_313068,66835.46381510557
COL_313211,48362.36809185487
COL_313268,337178.5099350394
COL_313304,41856.10758467289
COL_313352,40264.29297078149
COL_313363,51056.16345387462
COL_313535,63634.898818705384
COL_313559,116448.70863505818
COL_313572,43176.34058306397
COL_313573,43176.34058306397
COL_313574,40399.633856963905
COL_313597,34464.563682895954
COL_313606,56994.54536668684
COL_313694,72713.97405652529
COL_313703,38311.43919948348
COL_313717,82663.43707443832
