id,per_square_meter_price
COL_289284,32806.88211975979
COL_289305,53138.431722753325
COL_289318,53611.76261661882
COL_289354,65932.772078566
COL_289399,87631.55044287904
COL_289428,43033.11318544313
COL_289460,43886.285549012195
COL_289493,52804.90058801119
COL_289495,58770.50633426206
COL_289749,44897.40688409407
COL_289763,151954.45453566546
COL_289778,56212.81395720814
COL_289801,29010.80334462844
COL_289971,28505.97338372225
COL_290143,62620.82716553723
COL_290169,152728.17010449135
COL_290252,26309.003927859805
COL_290336,38880.84312740924
COL_290398,43467.80852294303
COL_290403,62372.099546664365
COL_290431,26086.102804026068
COL_290466,55079.72824282924
COL_290486,51235.28304960776
COL_290497,34895.37233589112
COL_290510,54791.49672112792
COL_290559,38575.97765801315
COL_290600,112010.71538955535
COL_290602,113639.06407387386
COL_290716,56375.3559428775
COL_290717,21954.59765138511
COL_290876,35347.05991317372
COL_290966,42735.365277730016
COL_291008,27108.829554756856
COL_291021,234824.5174596842
COL_291043,56132.52594318095
COL_291190,50757.86861278453
COL_291192,49993.62704641782
COL_291274,42032.937061319
COL_291284,56587.178474809705
COL_291397,35100.11835475137
COL_291450,66544.27920858383
COL_291738,87653.55206984824
COL_291740,19629.947177658953
COL_291825,26288.087542524503
COL_291900,51109.39555274353
COL_292045,50423.17786478412
COL_292135,48719.64578141459
COL_292258,23278.930949427096
COL_292275,22751.14944575089
COL_292279,61185.35242967919
COL_292364,41935.38927195991
COL_292417,32278.04606423139
COL_292421,54137.42660221337
COL_292501,43522.38021582793
COL_292654,107497.82215931859
COL_292906,56225.2367276123
COL_292926,28286.98245966212
COL_293123,87012.60009844511
COL_293135,29558.96603778714
COL_293496,51860.74236183476
COL_293497,44694.224028405246
COL_293588,357906.4648773514
COL_293614,140031.94691424668
COL_293631,61276.19749878875
COL_293703,28801.664085095927
COL_293773,34517.07409712716
COL_293780,35292.70812529475
COL_293783,25391.662239485184
COL_293826,30938.186528006863
COL_293889,61321.03256900071
COL_293952,54255.52542767789
COL_293956,36238.4065615565
COL_294068,50968.76420550677
COL_294101,51688.07801580957
COL_294115,43040.97781710633
COL_294143,37285.15150261732
COL_294200,34525.616385522255
COL_294245,22545.01906845601
COL_294261,21671.451503154698
COL_294293,59463.31854375556
COL_294300,58465.07525209622
COL_294350,32822.107418194086
COL_294488,55663.01196514361
COL_294525,62321.75976086656
COL_294553,62145.934833562234
COL_294558,41792.181778812344
COL_294593,48256.149441307876
COL_294691,88399.5387533789
COL_294716,28900.15973363365
COL_294729,51207.05745335599
COL_294785,78638.58940134117
COL_294917,47917.849030711004
COL_294951,14426.86534618732
COL_294975,41395.94102433916
COL_295255,33414.34156068363
COL_295327,11884.908183092592
COL_295509,29403.329616719206
COL_295595,49500.6715912657
COL_296322,40623.06490083292
COL_296509,22838.270392957533
COL_296521,180864.7018501461
COL_296756,32704.464227130775
COL_296901,52537.50565820785
COL_297293,27769.52405746702
COL_297324,41051.20207954828
COL_297326,61090.30681609105
COL_297329,34740.29445019404
COL_297441,36283.64226376907
COL_297472,35178.96998950077
COL_297631,50188.732727274546
COL_297815,65715.97715678925
COL_298020,33755.31072971319
COL_298046,42560.32718304561
COL_298052,32618.845718782988
COL_298055,106246.4990501251
COL_298064,37647.77464556273
COL_298075,58083.2083546764
COL_298099,36861.36289104434
COL_298101,49607.398121781145
COL_298102,38585.83657699696
COL_298103,38585.83657699696
COL_298104,40218.27641158169
COL_298261,44195.31877442077
COL_298459,285597.7800736518
COL_298471,31368.243641612404
COL_298481,70456.94188597132
COL_298516,55210.42085720721
COL_298532,30202.396551991314
COL_298539,41683.13906838117
COL_298593,187711.24578746874
COL_298719,31308.51005054731
COL_298724,37822.21700493608
COL_298733,50997.68494706334
COL_298817,63318.56805760616
COL_298837,43996.1098022249
COL_298968,174386.72102946584
COL_299209,80108.99788721313
COL_299221,230801.42238184783
COL_299361,33422.497826094834
COL_299366,42518.48162218357
COL_299450,60705.0562372775
COL_299454,55375.4036689829
COL_299455,55100.00501076534
COL_299459,61109.72918823068
COL_299464,40737.094942049815
COL_299468,51070.321602347285
COL_299486,52409.515647369735
COL_299491,62246.51865803891
COL_299497,54384.84904295711
COL_299499,28551.771019899614
COL_299501,55509.48313336542
COL_299540,45007.21272904311
COL_299615,53501.88084712587
COL_299659,240517.7211347465
COL_299678,121758.5088622427
COL_299795,34560.86081231064
COL_299818,42631.64273389381
COL_299819,48118.34350575573
COL_299820,51896.39215562445
COL_299960,41271.41927797071
COL_300095,50759.76975390411
COL_300108,132542.62929782903
COL_300125,25455.578865170257
COL_300144,198341.1017023535
COL_300225,45333.23252826715
COL_300305,134521.28297938022
COL_300423,34651.82926844406
COL_300491,35502.579517089456
COL_300562,33005.42791923258
COL_300747,37829.09667559072
COL_300816,55457.658455474
COL_300942,51222.9446985133
COL_300959,71731.25005317926
COL_300962,52844.10196032163
COL_301220,35326.312334569346
COL_301285,47620.35156970981
COL_301290,52016.61920739079
COL_301303,59885.46318836915
COL_301367,26875.74949240752
COL_301368,28568.235369254915
COL_301378,56270.08449676617
COL_301401,49281.21107489278
COL_301444,17857.490924823207
COL_301445,43710.366077572406
COL_301574,102001.92132221237
COL_301649,32464.80217437845
COL_301669,49404.307379931575
COL_301670,37683.362137011274
COL_301679,42291.83571807059
COL_301709,50093.65788855774
COL_301757,146872.83539599288
COL_301819,27576.083760873014
COL_301820,35039.542204950034
COL_301821,40359.43057882365
COL_301822,36336.829509036506
COL_301823,34422.71980153478
COL_301843,43971.627117193384
COL_301976,101320.77526931441
COL_301986,40291.781901587645
COL_302097,62915.26577962713
COL_302111,59322.58445696569
COL_302139,42303.30146944378
COL_302293,33618.814715583365
COL_302294,33528.88444144867
COL_302428,59756.99746988921
COL_302465,29601.252774657423
COL_302497,89277.94101472483
COL_302548,39519.933321276854
COL_302597,48733.465589949235
COL_302726,49351.90244367397
COL_302745,55533.20294902734
COL_302873,42263.544102773485
COL_302926,46291.94203518335
COL_302986,37300.823025460246
COL_302987,37441.77199977542
COL_302994,64883.98009476139
COL_303002,61930.93178690635
COL_303004,44443.3227990584
COL_303007,34257.33194621235
COL_303069,49006.102864377586
COL_303147,24568.885674720274
COL_303265,44189.29863756661
COL_303285,42126.96804933223
COL_303366,46328.97546982882
COL_303405,94869.66390451632
COL_303564,46448.081319927966
COL_303569,33623.37742548683
COL_303618,61115.99516506466
COL_303623,43237.483844035865
COL_303624,43237.483844035865
COL_303625,44068.84588099421
COL_303626,32207.440518459487
COL_303627,49706.16671068258
COL_303637,29126.85514628707
COL_303638,41604.83270855874
COL_304041,38548.93290412589
COL_304147,615416.9819602561
COL_304255,197929.77922758617
COL_304280,69393.24705863585
COL_304320,48687.86156447198
COL_304322,52988.60250577324
COL_304323,35459.2274128302
COL_304324,23330.406935788196
COL_304325,35459.2274128302
COL_304367,32889.294467637636
COL_304546,59928.516502996266
COL_304550,56322.14217279766
COL_304552,66604.50274437826
COL_304561,45009.90945401777
COL_304585,61046.51968542915
COL_304853,53818.847173078786
COL_304902,27859.27857340127
COL_304978,56268.020142808644
COL_304984,32732.8208586775
COL_305002,60973.18041275664
COL_305017,46457.44551117803
COL_305038,36965.2616795901
COL_305057,34528.384850049566
COL_305058,35100.35939576348
COL_305059,35100.35939576348
COL_305114,263954.3261916313
COL_305373,68381.65809303468
COL_305382,63220.775665960806
COL_305383,60869.59088841379
COL_305384,65056.74794387473
COL_305385,65405.02083197994
COL_305386,63753.070244800474
COL_305387,64722.560836402336
COL_305388,62682.337607383095
COL_305413,49054.67681835834
COL_305607,57813.85191990168
COL_305652,58308.34979582931
COL_305726,104335.77040999282
COL_305896,81902.30383798355
COL_305924,41435.21327982912
COL_305926,40892.98415538742
COL_306033,65186.32784813026
COL_306088,66402.48907575425
COL_306141,29428.765304962904
COL_306143,38389.96577967812
COL_306144,42102.70127756945
COL_306151,55510.40032674887
COL_306153,47200.70458843982
COL_306154,42350.93993470502
COL_306155,30831.730164025634
COL_306206,49345.51060199871
COL_306621,45045.1026769985
COL_306728,43507.84877143301
COL_306758,36054.481713793044
COL_306763,74406.20027568268
COL_306803,45613.44929551443
COL_306853,36901.6490552703
COL_306892,36126.257391012885
COL_306938,63854.40815129097
COL_307001,60593.56352048912
COL_307043,57099.96876750678
COL_307158,50863.024706398704
COL_307269,52578.56999343662
COL_307356,48414.069161509775
COL_307480,39723.1455302072
COL_307529,73349.53264696355
COL_307623,28840.84407666068
COL_307819,47282.44658461366
COL_307874,50326.39874278573
COL_307945,57560.16515288923
COL_307986,51291.11950308241
COL_308206,52873.5205776883
COL_308211,17200.66285912561
COL_308429,47023.77396876933
COL_308446,31851.61061218395
COL_308472,54794.12777984892
COL_308486,71434.07708115791
COL_308492,74678.95972157225
COL_308493,70791.84571537293
COL_308743,47279.725291355906
COL_308803,40075.71242703747
COL_308813,74151.24870636573
COL_308963,43393.76821949502
COL_308966,21633.717597170602
COL_309079,32224.509521854587
COL_309121,30931.665731388086
COL_309434,48609.605237424556
COL_309612,37657.73960383078
COL_309635,13385.777899295437
COL_309640,53861.422248946765
COL_309642,34743.86730987366
COL_309784,34962.68132885564
COL_310093,32885.22094554013
